commodity,equity,correlation,z_score_corr,lag1,lag3,lag5,lag10,lag20
Copper,Exxon,0.27910397248324,0.27120598396859824,0.015454014974034822,-0.02218437584707651,-0.029034610915345555,-0.028702335135309853,0.007788452373716177
Copper,MAGSilver,0.2762019912058417,0.25776379886600526,-0.027729609544063852,0.005442791176089134,-0.03341046046658605,0.0013422828370693964,0.02572994937178353
Copper,FirstMajestic,0.2738249825678749,0.26122560936600686,-0.011422269625299544,-0.008234310325320925,-0.014822240376548668,-0.003928940524253006,0.009889268823714261
Copper,PanAmerican,0.2719245016999342,0.26227621068760115,0.00452758992439655,0.004231718434425115,-0.01582756675166969,-0.000810718098820983,0.007916728009508368
Palladium,Newmont,0.27108796016437986,0.2669014225027585,0.007385787836001673,0.007491331113580276,-0.008906284889238555,0.005248737111489264,-0.020933907020152732
Platinum,Chevron,0.2704560545718298,0.22566327101476252,0.0008028214299209468,-0.0038728400992767355,-0.004384428916919636,-0.0005336078374373373,-0.014202850441526573
Palladium,Kinross,0.2684645998186862,0.2459899987116623,-0.017429679546931573,0.019660264493982085,0.002183268259684436,0.00875046529310668,-0.03067013112742132
Copper,Coeur,0.2678978286040425,0.24988087404309908,-0.025220232911418918,-0.023862707202581157,-0.025836092600599003,0.020763827545233007,-0.001924718399238254
Copper,Wheaton,0.26786382395419234,0.24967940066330446,0.003271217293429549,0.014073001196814596,-0.010947915901885368,0.0054125130365636825,0.03369758979981281
Platinum,Exxon,0.25440628205346394,0.2195997601385203,-0.005474434520964501,-0.03671786150375341,0.001831568400420013,0.015210139508126745,-0.007476691804134732
Platinum,ConocoPhillips,0.24680326651238682,0.2111609916942518,-0.05159375284278221,-0.022487667145107845,0.0220955213996227,0.004778944339420676,0.003575317276808427
Copper,Endeavour,0.2459254401983711,0.229922027399417,-0.01805831870029218,0.013408371709856886,0.0008751787403563517,0.010219951451588237,0.02420404204364155
Copper,Phillips66,0.2445155006558782,0.2342347911862092,0.023908959944842816,-0.00138748263853497,-0.04027425927784038,-0.038926774240883456,0.007122917562541337
Copper,Newmont,0.2429037580309695,0.2288030593815754,-0.009404017537360497,0.01759226981888597,-0.02250227953130598,0.01592188094773696,0.004899653183654169
Platinum,Schlumberger,0.23974859672272775,0.21087495157091596,-0.004559999769542008,-0.016927223951553272,-0.001160747012392649,0.008785008759054257,-0.010808432850485801
Copper,Agnico,0.23542945090185116,0.22021606940067126,-0.028652217563591542,0.003473249509936101,-0.01770728798939978,0.003001124631643472,0.0026475508579381596
Copper,Marathon,0.2334186645383635,0.22596726593091018,0.026197288407288438,-0.013686343243245885,-0.04129628577329405,-0.02970049361580101,-0.0014705985777901853
Copper,Valero,0.22927120590093425,0.22202086556163794,0.04035609886259151,-0.006069613942822758,-0.02629822075386978,-0.024345199910816722,-0.005224000342769128
